admin_project_code,admin_project_contact,bldg_use_type,bldg_use_subtype,bldg_project_status,site_country,bldg_year_permit,bldg_year_complete,bldg_year_complete_interval,bldg_QTO_type,bldg_area_definition,bldg_area_gfa,bldg_area_hfa,bldg_area_interval,bldg_users_total,bldg_floors_ag,bldg_floors_bg,bldg_struct_type,bldg_roof_type,bldg_energy_class_general,bldg_energy_class_country,bldg_certification,inv_energy_consumption,inv_mat_mass_total,inv_mat_1_type,inv_mat_1_mass,inv_mat_2_type,inv_mat_2_mass,inv_mat_3_type,inv_mat_3_mass,inv_mat_4_type,inv_mat_4_mass,inv_mat_5_type,inv_mat_5_mass,lca_RSP,lca_software,lca_database,lca_scenarios_decarbonisation,scope_parts_1_ground,scope_parts_2_structure,scope_parts_3_secondary,scope_parts_4_finishes,scope_parts_5_mechanical,scope_parts_6_electrical,scope_parts_6+_renewables,scope_parts_7_facilities,scope_parts_8_fittings,scope_LCS_A123,scope_LCS_A4,scope_LCS_A5,scope_LCS_B1,scope_LCS_B2,scope_LCS_B3,scope_LCS_B4,scope_LCS_B5,scope_LCS_B6,scope_LCS_B7,scope_LCS_B8,scope_LCS_C1,scope_LCS_C2,scope_LCS_C3,scope_LCS_C4,scope_LCS_D,scope_handling_D,GHG_sum_em,GHG_sum_op,GHG_sum_em_m2a,GHG_sum_op_m2a,GHG_A1,GHG_A2,GHG_A3,GHG_A4,GHG_A5,GHG_B1,GHG_B2,GHG_B3,GHG_B4,GHG_B5,GHG_B6,GHG_B7,GHG_C1,GHG_C2,GHG_C3,GHG_C4,GHG_D,GHG_A1_m2a,GHG_A2_m2a,GHG_A3_m2a,GHG_A4_m2a,GHG_A5_m2a,GHG_B1_m2a,GHG_B2_m2a,GHG_B3_m2a,GHG_B4_m2a,GHG_B5_m2a,GHG_B6_m2a,GHG_B7_m2a,GHG_C1_m2a,GHG_C2_m2a,GHG_C3_m2a,GHG_C4_m2a,GHG_D_m2a,GHG_A123,GHG_A45,GHG_A12345,GHG_B1234,GHG_B12345,GHG_B67,GHG_B1234567,GHG_C12,GHG_C34,GHG_C1234,GHG_C34_D,GHG_C1234_D,GHG_A123_m2a,GHG_A45_m2a,GHG_A12345_m2a,GHG_B1234_m2a,GHG_B12345_m2a,GHG_B67_m2a,GHG_B1234567_m2a,GHG_C12_m2a,GHG_C34_m2a,GHG_C1234_m2a,GHG_C34_D_m2a,GHG_C1234_D_m2a,GHG_P1_sum_m2a,GHG_P1_A123_m2a,GHG_P1_A45_m2a,GHG_P1_B1234_m2a,GHG_P1_B5_m2a,GHG_P1_C12_m2a,GHG_P1_C34_m2a,GHG_P1_D_m2a,GHG_P2_sum_m2a,GHG_P2_A123_m2a,GHG_P2_A45_m2a,GHG_P2_B1234_m2a,GHG_P2_B5_m2a,GHG_P2_C12_m2a,GHG_P2_C34_m2a,GHG_P2_D_m2a,GHG_P34_sum_m2a,GHG_P34_A123_m2a,GHG_P34_A45_m2a,GHG_P34_B1234_m2a,GHG_P34_B5_m2a,GHG_P34_C12_m2a,GHG_P34_C34_m2a,GHG_P34_D_m2a,GHG_P4_sum_m2a,GHG_P4_A123_m2a,GHG_P4_A45_m2a,GHG_P4_B1234_m2a,GHG_P4_B5_m2a,GHG_P4_C12_m2a,GHG_P4_C34_m2a,GHG_P4_D_m2a,GHG_P56_sum_m2a,GHG_P56_A123_m2a,GHG_P56_A45_m2a,GHG_P56_B1234_m2a,GHG_P56_B5_m2a,GHG_P56_C12_m2a,GHG_P56_C34_m2a,GHG_P56_D_m2a,GHG_P78_sum_m2a,GHG_P78_A123_m2a,GHG_P78_A45_m2a,GHG_P78_B1234_m2a,GHG_P78_B5_m2a,GHG_P78_C12_m2a,GHG_P78_C34_m2a,GHG_P78_D_m2a
CSTB239,CSTB,Non-residential,School and Daycare,New Built,France,n/a,n/a,2015-2019,n/a,France,1199.3,n/a,0-5000,128.0,3,1,massive concrete,Flat roof,n/a,2,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,2034474.5,n/a,33.927699491369964,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.837254731926958,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.723181355790878,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.3574977069957477,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.743663470357709,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.18000000000000005,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB240,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,885.0,n/a,0-5000,26.0,0,0,massive brick,Flat roof,n/a,2,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,821319.0500000002,n/a,18.56088248587571,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.9540142372881355,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.6373254237288135,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.8528587570621469,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.9484621468926555,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.218557740112994,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8567511864406779,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB241,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,858.0,n/a,0-5000,24.0,0,0,massive brick,Flat roof,n/a,2,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,800244.8,n/a,18.653724941724942,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7659414918414919,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.69790606060606,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.7917442890442892,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.08047668997669,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.2676116550116547,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8912717948717948,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB242,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,1634.0,n/a,0-5000,71.0,4,1,frame concrete,Flat roof,n/a,2,n/a,23.1,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,,n/a,,2.6623,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.077181395348837,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.703532802937577,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.420283843329253,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.7010656058751525,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB243,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,147.0,n/a,0-5000,2.0,2,0,massive brick,Gable or saddle roof,n/a,2,n/a,,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,121430.21999999999,n/a,16.521118367346936,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.39557414965986387,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.542942857142858,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.4529020408163265,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.898717006802721,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6495428571428574,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5783428571428572,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB244,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,2139.6,n/a,0-5000,103.0,6,1,frame concrete,Flat roof,n/a,3,n/a,61.9,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,,n/a,,0.1537,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.476748270704805,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.762207608898859,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.3453710974013833,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.808850906711535,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB245,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,97.0,n/a,0-5000,2.0,1,0,massive brick,Other,n/a,0,n/a,40.1,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,60788.28999999999,n/a,12.533668041237114,7.9222,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6647360824742268,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.776268041237114,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.1587670103092784,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.4685999999999995,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.653585567010309,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5789835051546391,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB246,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,147.0,n/a,0-5000,2.0,2,0,massive brick,Gable or saddle roof,n/a,2,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,83991.77999999998,n/a,11.427453061224487,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5458666666666666,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.11394693877551,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.114639455782313,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.293216326530612,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.670706122448979,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5816965986394558,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB247,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,113.0,n/a,0-5000,2.0,2,0,massive brick,Gable or saddle roof,n/a,1,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,88954.98,n/a,15.744244247787611,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7894035398230089,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.695042477876106,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.1808265486725664,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.5681575221238937,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.928679646017699,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5810778761061948,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB248,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,525.2,n/a,0-5000,12.5,3,0,massive brick,Flat roof,n/a,1,n/a,73.9,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,493568.56000000006,n/a,18.79545163747144,17.2351,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.3414588728103578,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.609418126428027,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.3704828636709823,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.903971820258949,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.5599999999999996,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB249,CSTB,Non-residential,Office,New Built,France,n/a,n/a,2015-2019,n/a,France,1940.0,n/a,0-5000,400.0,3,1,frame wood,Other,n/a,2,n/a,43.6,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,,n/a,,1.2996,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5403792783505155,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.259505670103093,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.6569839175257732,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.3358212371134015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.18,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB250,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,181.0,n/a,0-5000,6.0,2,0,frame wood,Gable or saddle roof,n/a,2,n/a,18.9,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,122770.49,n/a,13.565800000000001,1.3791,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8720872928176796,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.12819226519337,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.2961093922651936,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.445758011049724,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.052634254143646,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB251,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,238.0,n/a,0-5000,2.0,2,1,massive brick,Other,n/a,2,n/a,17.5,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,122488.43999999999,n/a,10.293146218487394,1.3065,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.273016806722689,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.817072268907563,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8053966386554622,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.075229411764706,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.66,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB252,CSTB,Non-residential,Office,New Built,France,n/a,n/a,2015-2019,n/a,France,892.0,n/a,0-5000,45.0,3,1,frame concrete,Flat roof,n/a,3,n/a,34.5,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,983366.25,n/a,22.048570627802693,2.485,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.794671076233184,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.3790327354260095,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.194918609865471,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.4817226457399104,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.798251121076233,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.18,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB253,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,887.0,n/a,0-5000,18.0,3,0,massive concrete,Flat roof,n/a,0,n/a,29.7,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,,n/a,,3.4199,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.9835242390078918,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.818450281848929,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.9453927846674182,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.132330326944757,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB254,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,2002.0,n/a,0-5000,56.0,3,0,massive concrete,Flat roof,n/a,2,n/a,44.3,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,,n/a,,9.0386,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.9835242757242755,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.8184502497502497,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.9453928071928073,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.13233046953047,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a
